,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
6571,12193932,,,,1,4,,6,1,,,1477,1477,,,,,6037,,1,,,,7,33973759,-118307254,5200,,,,,,100,261,LAR1,60372379,12447,3101,118208,96028,0,,,,1,,,1940,,,99312,265257,2016,165945,3258.08,,,6.03724E+13
6572,12194054,1,,,2,4,,6,2,,,1728,1728,,,,,6037,,2,,,,2,33973215,-118302923,5400,,,,,,100,261,LAR1,60372378,12447,3101,118208,96028,0,,,,1,,,1927,,,129441,372791,2016,243350,4552.12,,,6.03724E+13
6573,12194276,,,,2,2,,6,2,,,1551,1551,,,,,6037,,2,,,,7,33972609,-118304063,5200,,,,,,100,261,LAR1,60372379,12447,3101,118208,96028,0,,,,1,,,1927,,,42249,270654,2016,228405,3339.34,,,6.03724E+13
6574,12194698,,,,2,3,,6,2,,,1619,1619,,,,,6037,,2,,,,7,33967935,-118301858,5200,,,,,,100,261,LAR1,60372378,12447,3101,118208,96028,0,,,,1,,,1930,,,101525,373104,2016,271579,4632.9,,,6.03724E+13
6575,12194798,,,,1,2,,6,1,,,1266,1266,,,,,6037,,1,,,,7,33967545,-118306797,5218,,,,,,100,261,LAR1,60372379,12447,3101,118208,96028,0,,,,1,,,1927,,,42655,193240,2016,150585,2407.31,,,6.03724E+13
6576,12195457,,,,1,2,,5,1,,,936,936,,,,,6037,,1,,,,,33973900,-118288675,5810,,,,,,100,261,LARD2,60372377.1,12447,3101,118208,96025,0,,,,1,,,1922,,,33654,157386,2016,123732,1954.77,,,6.03724E+13
6577,12195671,,,,2,2,,5,2,,,1836,,,1836,,,6037,,2,,,,,33970987,-118289338,5592,,,,,,200,246,LARD1.5,60372377.1,12447,3101,118208,96025,0,,,,2,,,1924,,,42815,201860,2016,159045,2614.09,,,6.03724E+13
6578,12195755,,,,3,4,,4,3,,,2299,,,2299,,,6037,,3,,,,,33968075,-118288548,5727,,,,,,300,247,LARD1.5,60372377.2,12447,3101,118208,96025,0,,,,3,,,1930,,,90065,259109,2016,169044,3275.34,,,6.03724E+13
6579,12196341,,,,2,4,,6,2,,,1294,1294,,,,,6037,,2,,,,2,33971503,-118248421,4721,,,,,,100,261,LCR3*,60375350.02,396053,3101,,95982,0,,,,1,,,1973,,,86965,149568,2016,62603,2417.85,Y,15,6.03754E+13
6580,12196966,,,,2,4,,6,2,,,1484,1484,,,,,6037,,2,,,,2,33969378,-118271154,3600,,,,,,100,261,LAR1,60372396.02,12447,3101,268496,95984,0,,,,1,,,1979,,,120328,268202,2016,147874,3350.37,,,6.03724E+13
6581,12197096,,,,1,2,,5,1,,,792,792,,,,,6037,,1,,,,7,33972375,-118270622,5130,,,,,,100,261,LAR1,60372396.01,12447,3101,268496,95984,0,,,,1,,,1922,,,51000,261000,2016,210000,3175.73,,,6.03724E+13
6582,12197119,,,,2,3,,4,2,,,968,968,,,,,6037,,2,,,,7,33971885,-118270751,5047,,,,,,100,261,LAR1,60372396.01,12447,3101,268496,95984,0,,,,1,,,1922,,,67966,168008,2016,100042,2157.24,,,6.03724E+13
6583,12197478,,,,1,2,,4,1,,,800,800,,,,,6037,,1,,,,7,33971156,-118265452,3144,,,,,,100,261,LAR2,60372395.02,12447,3101,268496,95984,0,,,,1,,,1949,,,70655,147198,2016,76543,1886.01,,,6.03724E+13
6584,12197684,,,,2,3,,5,2,,,1224,1224,,,,,6037,,2,,,,7,33973223,-118260968,4947,,,,,,100,261,LAR2,60372395.01,12447,3101,268496,95982,0,,,,1,,,1923,,,59506,207710,2016,148204,2557.5,,,6.03724E+13
6585,12197707,,,,1,2,,5,1,,,672,672,,,,,6037,,1,,,,7,33973162,-118262232,3865,,,,,,100,261,LAR2,60372395.01,12447,3101,268496,95982,0,,,,1,,,1925,,,24394,122019,2016,97625,1518.05,,,6.03724E+13
6586,12197730,,,,3,5,,6,3,,,2078,,,2078,,,6037,,3,,,,,33972705,-118262636,5100,,,,,,200,246,LAR2,60372395.01,12447,3101,268496,95982,0,,,,2,,,1986,,,140835,242494,2016,101659,3018.92,,,6.03724E+13
6587,12197753,,,,2,4,,6,2,,,1534,1534,,,,,6037,,2,,,,7,33972712,-118261230,5100,,,,,,100,261,LAR2,60372395.01,12447,3101,268496,95982,0,,,,1,,,1924,,,91276,206128,2016,114852,2553.2,,,6.03724E+13
6588,12197914,,,,2,3,,6,2,,,1234,1234,,,,,6037,,2,,,,7,33971417,-118260435,5105,,,,,,100,261,LAR2,60372395.01,12447,3101,268496,95982,0,,,,1,,,1926,,,136236,238731,2016,102495,3012.49,,,6.03724E+13
6589,12197937,,,,1,2,,5,1,,,880,880,,,,,6037,,1,,,,7,33971797,-118262897,5101,,,,,,100,261,LAR2,60372395.01,12447,3101,268496,95982,0,,,,1,,,1924,,,37278,186394,2016,149116,2373.7,Y,14,6.03724E+13
6590,12197960,,,,1,2,,4,1,,,1280,1280,,,,,6037,,1,,,,7,33970888,-118263182,5737,,,,,,100,261,LAR2,60372395.02,12447,3101,268496,95982,0,,,,1,,,1927,,,17578,29775,2016,12197,451.51,,,6.03724E+13
6591,12198435,,,,1,3,,4,1,,,912,912,,,,,6037,,1,,,,7,33973655,-118253275,4850,,,,,,100,261,LCR3*,60375350.01,396053,3101,,95982,0,,,,1,,,1927,,,95507,157726,2016,62219,2448.97,,,6.03754E+13
6592,12198542,,,,2,4,,3,2,,,1117,,,1117,,,6037,,2,,,,,33972524,-118252090,4786,,,,,,200,246,LCR3YY,60375350.01,396053,3101,,95982,0,,,,2,,,1924,,,125993,214352,2016,88359,3413.78,,,6.03754E+13
6593,12198626,,,,1,2,,5,1,,,880,880,,,,,6037,,1,,,,7,33971265,-118254468,4887,,,,,,100,261,LCR3*,60375350.01,396053,3101,,95982,0,,,,1,,,1928,,,28435,127322,2016,98887,2009.79,,,6.03754E+13
6594,12198779,,,,3,3,,3,3,,,1487,,,1487,,,6037,,3,,,,,33969524,-118252218,4998,,,,,,300,247,LCR3*,60375350.01,396053,3101,,95982,0,,,,3,,,1924,,,68446,161680,2016,93234,3171.32,,,6.03754E+13
6595,12198825,,,,2,2,,4,2,,,944,944,,,,,6037,,2,,,,7,33968262,-118254463,4992,,,,,,100,261,LCR3*,60375350.01,396053,3101,,95982,0,,,,1,,,1929,,,40830,204166,2016,163336,2994.31,,,6.03754E+13
6596,12198932,,,,1,2,,5,1,,,816,816,,,,,6037,,1,,,,7,33967789,-118249548,4500,,,,,,100,261,LCR3*,60375351.01,396053,3101,,95982,0,,,,1,,,1921,,,29029,130335,2016,101306,2122.91,,,6.03754E+13
6597,12199153,,,,1,1,,5,1,,,722,722,,,,,6037,,1,,,,7,33972898,-118239929,3786,,,,,,100,261,LCR3*,60375349,396053,3101,,95982,0,,,,1,,,1922,,,4940,15480,2016,10540,688.62,,,6.03753E+13
6598,12199406,,,,2,3,,3,2,,,1620,,,1620,,,6037,,2,,,,,33972724,-118236320,5119,,,,,,200,246,LCR2YY,60375349,396053,3101,,95982,0,,,,2,,,1925,,,174695,486120,2016,311425,6617.93,,,6.03753E+13
6599,12199969,,,,3,5,,5,3,,,2149,,,2149,,,6037,,3,,,,,33965886,-118236359,5943,,,,,,300,247,LCR2YY,60375349,396053,3101,,95982,0,,,,3,,,1928,,,152795,406099,2016,253304,6075.6,,,6.03753E+13
6600,12200061,,,,2,4,,6,2,,,2035,,,2035,,,6037,,2,,,,,33966967,-118233201,4741,,,,,,200,246,LCR3*,60375353,396053,3101,,95982,0,,,,2,,,1988,,,169608,264709,2016,95101,4045.31,,,6.03754E+13
6601,12200152,,,,2,4,,4,2,,,1160,1160,,,,,6037,,2,,,,7,33964643,-118234213,4293,,,,,,100,261,LCR2*,60375353,396053,3101,,95982,0,,,,1,,,1974,,,41190,49892,2016,8702,1194.73,,,6.03754E+13
6602,12200336,,,,2,3,,3,2,,,1226,,,1226,,,6037,,2,,,,,33962058,-118236163,6030,,,,,,200,246,LCR2YY,60375353,396053,3101,,95982,0,,,,2,,,1943,,,175947,326074,2016,150127,4650.09,,,6.03754E+13
6603,12200901,,,,1,2,,5,1,,,920,920,,,,,6037,,1,,,,7,33963756,-118238311,5282,,,,,,100,261,LCR2*,60375353,396053,3101,,95982,0,,,,1,,,1925,,,45811,139034,2016,93223,2233.28,,,6.03754E+13
6604,12201374,,,,3,6,,4,3,,,1500,,,1500,,,6037,,3,,,,,33963563,-118248573,7737,,,,,,300,247,LCR3*,60375351.01,396053,3101,,95982,0,,,,3,,,1994,,,122341,269151,2016,146810,4313.16,,,6.03754E+13
6605,12201397,,,,1,3,,4,1,,,1149,1149,,,,,6037,,1,,,,7,33963985,-118250845,7272,,,,,,100,261,LCR3*,60375351.01,396053,3101,,95982,0,,,,1,,,1947,,,47095,235491,2016,188396,3381.31,Y,14,6.03754E+13
6606,12201443,,,,2,3,,3,2,,,1461,,,1461,,,6037,,2,,,,,33966295,-118251448,4442,,,,,,200,246,LCR3YY,60375351.02,396053,3101,,95982,0,,,,2,,,1926,,,110000,360000,2016,250000,5132.33,,,6.03754E+13
6607,12201634,,,,1,2,,4,1,,,936,936,,,,,6037,,1,,,,7,33962223,-118253931,4777,,,,,,100,261,LCR3*,60375351.01,396053,3101,,95982,0,,,,1,,,1925,,,58817,222637,2016,163820,3211.12,,,6.03754E+13
6608,12201710,,,,3,4,,4,3,,,1826,,,1826,,,6037,,3,,,,,33960792,-118252307,6119,,,,,,200,246,LCR3*,60375351.01,396053,3101,,95982,0,,,,2,,,1926,,,50274,159099,2016,108825,2805.36,,,6.03754E+13
6609,12202399,,,,3,4,,3,3,,,2068,,,2068,,,6037,,3,,,,,33963498,-118260941,5100,,,,,,300,247,LAR2,60372398.02,12447,3101,268496,95982,0,,,,3,,,1928,,,210458,347915,2016,137457,4317.43,,,6.03724E+13
6610,12202766,,,,1,2,,4,1,,,776,,,776,,,6037,,1,,,,7,33960778,-118260408,5199,,,,,,200,246,LAR2,60372398.02,12447,3101,268496,95982,0,,,,1,,,1924,,,380718,568539,2016,187821,7055.65,,,6.03724E+13
6611,12202804,,,,1,2,,5,1,,,786,786,,,,,6037,,1,,,,7,33967578,-118271547,6249,,,,,,100,261,LAR2,60372397.01,12447,3101,268496,95984,0,,,,1,,,1922,,,26004,130027,2016,104023,1713.18,,,6.03724E+13
6612,12202850,,,,2,0,,,2,,,1370,,,1370,,,6037,,2,,,,,33967229,-118270135,4803,,,,,,200,246,LAR2,60372397.01,12447,3101,268496,95984,0,,,,2,,,1915,,,100499,172278,2016,71779,2232.58,,,6.03724E+13
6613,12202896,,,,2,4,,5,2,,,1256,,,1256,,,6037,,2,,,,,33966436,-118269604,4759,,,,,,200,246,LAR2,60372397.01,12447,3101,268496,95984,0,,,,2,,,1926,,,84756,244034,2016,159278,3082.61,,,6.03724E+13
6614,12202965,,,,2,3,,,2,,,1098,,,1098,,,6037,,2,,,,7,33965732,-118268940,5098,,,,,,200,246,LAR3,60372397.01,12447,3101,268496,95984,0,,,,2,,,1925,,,98225,154347,2016,56122,1987.03,,,6.03724E+13
6615,12203699,,,,2,2,,,2,,,1264,,,1264,,,6037,,2,,,,,33966200,-118265422,5209,,,,,,200,246,LAR2,60372398.01,12447,3101,268496,95984,0,,,,2,,,1925,,,8673,22734,2016,14061,449.21,,,6.03724E+13
6616,12204140,,,,3,4,,4,3,,,2128,,,2128,,,6037,,3,,,,,33968584,-118274879,6435,,,,,,300,247,LAR2,60372396.02,12447,3101,268496,95984,0,,,,3,,,1951,,,139999,260743,2016,120744,3384.61,,,6.03724E+13
6617,12204224,,,,1,2,,5,1,,,864,864,,,,,6037,,1,,,,7,33967166,-118278505,5528,,,,,,100,261,LAR2,60372397.01,12447,3101,268496,95984,0,,,,1,,,1922,,,66900,249300,2016,182400,3125.57,,,6.03724E+13
6618,12204308,,,,3,6,,4,3,,,2866,,,2866,,,6037,,3,,,,7,33966226,-118274673,7199,,,,,,300,247,LAR2,60372397.01,12447,3101,268496,95984,0,,,,3,,,1914,,,263965,395947,2016,131982,5042.8,Y,15,6.03724E+13
6619,12204438,,,,1,3,,4,1,,,1056,1056,,,,,6037,,1,,,,7,33965680,-118274979,6640,,,,,,100,261,LAR2,60372397.01,12447,3101,268496,95984,0,,,,1,,,1915,,,75128,292899,2016,217771,3674.63,,,6.03724E+13
6620,12204614,,,,2,4,,4,2,,,1420,,,1420,,,6037,,2,,,,,33967493,-118289339,6312,,,,,,200,246,LARD1.5,60372383.1,12447,3101,118208,96025,0,,,,2,,,1924,,,45606,62562,2016,16956,942.34,,,6.03724E+13
6621,12204758,,,,2,3,,4,2,,,1082,1082,,,,,6037,,2,,,,,33965141,-118286895,9301,,,,,,100,261,LAR3,60372383.1,12447,3101,118208,96025,0,,,,1,,,1925,,,38704,120052,2016,81348,1557.22,,,6.03724E+13
6622,12204819,,,,3,4,,,3,,,2209,,,2209,,,6037,,3,,,,,33962754,-118288917,9065,,,,,,200,246,LAR3,60372383.2,12447,3101,118208,96025,0,,,,2,,,1923,,,24827,50899,2016,26072,788.11,,,6.03724E+13
6623,12205144,,,,1,3,,,1,,,1736,1736,,,,,6037,,1,,,,,33963997,-118285807,5094,,,,,,100,261,LAC2,60372383.2,12447,3101,118208,96025,0,,,,1,,,1917,,,96005,162214,2016,66209,2168.84,,,6.03724E+13
6624,12205318,,,,2,3,,3,2,,,1254,,,1254,,,6037,,2,,,,,33966213,-118281198,5551,,,,,,200,246,LAR2,60372383.1,12447,3101,118208,95984,0,,,,2,,,1922,,,53050,233426,2016,180376,2961.68,,,6.03724E+13
6625,12205470,,,,1,3,,4,1,,,1346,1346,,,,,6037,,1,,,,,33962195,-118299163,3490,,,,,,100,261,LAR1,60372382,12447,3101,118208,96025,0,,,,1,,,1923,,,59899,299498,2016,239599,3771.72,Y,15,6.03724E+13
6626,12205616,,,,2,2,,6,2,,,1286,1286,,,,,6037,,2,,,,7,33966681,-118295970,4177,,,,,,100,261,LAR1,60372382,12447,3101,118208,96025,0,,,,1,,,1939,,,28615,143117,2016,114502,1868.58,,,6.03724E+13
6627,12205839,,,,1,2,,4,1,,,1172,1172,,,,,6037,,1,,,,,33962978,-118296405,5572,,,,,,100,261,LAR1,60372382,12447,3101,118208,96025,0,,,,1,,,1924,,,36074,180481,2016,144407,2323.73,,,6.03724E+13
6628,12206031,,,,1,2,,6,1,,,1125,1125,,,,,6037,,1,,,,7,33964865,-118293470,4080,,,,,,100,261,LAR1,60372382,12447,3101,118208,96025,0,,,,1,,,1928,,,44432,222180,2016,177748,2803.35,,,6.03724E+13
6629,12206131,,,,2,2,,8,2,,,1756,1756,,,,,6037,,2,,,,2,33965981,-118293205,4080,,,,,,100,261,LAR1,60372382,12447,3101,118208,96025,0,,,,1,,,1930,,,56276,172147,2016,115871,2233.78,,,6.03724E+13
6630,12206697,,,,3,3,,,3,,,1848,,,1848,,,6037,,3,,,,,33963930,-118304577,6762,,,,,,300,247,LARD2,60372381,12447,3101,118208,96028,0,,,,3,,,1939,,,85636,305855,2016,220219,3905.03,,,6.03724E+13
6631,12207179,,,,1,3,,6,1,,,1364,1364,,,,,6037,,1,,,,7,33966987,-118315514,5203,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1927,,,39794,64655,2016,24861,864.64,,,6.03724E+13
6632,12207279,1,,,2,4,,8,2,,,1906,1906,,,,,6037,,2,,,,2,33965733,-118310666,8079,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1928,,,127731,453300,2016,325569,5647.08,,,6.03724E+13
6633,12207394,,,,2,2,,6,2,,,1303,1303,,,,,6037,,2,,,,7,33965203,-118315101,5653,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1930,,,92683,343474,2016,250791,4272.65,,,6.03724E+13
6634,12207494,,,,1,3,,6,1,,,1467,1467,,,,,6037,,1,,,,7,33964292,-118310430,4977,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1929,,,98508,280860,2016,182352,3535.57,,,6.03724E+13
6635,12207532,,,,2,3,,6,2,,,1423,1423,,,,,6037,,2,,,,7,33962960,-118309750,6058,,,,,,100,261,LAR1,60372381,12447,3101,118208,96028,0,,,,1,,,1928,,,26279,48203,2016,21924,681.47,,,6.03724E+13
6636,12208022,1,,,1,3,,6,1,,,1418,1418,,,,,6037,,1,,,,2,33957344,-118314875,5428,,,,,,100,261,LAR1,60372384,12447,3101,118208,96028,0,,,,1,,,1947,,,169010,354378,2016,185368,4319.89,,,6.03724E+13
6637,12208137,,,,1,2,,6,1,,,1196,1196,,,,,6037,,1,,,,7,33957471,-118311597,6135,,,,,,100,261,LAR1,60372384,12447,3101,118208,96028,0,,,,1,,,1939,,,56609,121796,2016,65187,1549.72,,,6.03724E+13
6638,12208267,,,,2,3,,6,2,,,1474,1474,,,,,6037,,2,,,,7,33953018,-118314328,6615,,,,,,100,261,LAR1,60372384,12447,3101,118208,96028,0,,,,1,,,1941,,,96013,286062,2016,190049,3527.92,,,6.03724E+13
6639,12208458,,,,1,4,,6,1,,,1356,1356,,,,,6037,,1,,,,7,33955416,-118309967,5201,,,,,,100,261,LAR1,60372384,12447,3101,118208,96028,0,,,,1,,,1925,,,130411,261693,2016,131282,3293.9,,,6.03724E+13
6640,12208558,,,,2,3,,6,2,,,1320,1320,,,,,6037,,2,,,,7,33955715,-118314327,5833,,,,,,100,261,LAR1,60372384,12447,3101,118208,96028,0,,,,1,,,1940,,,110877,291783,2016,180906,3575.41,,,6.03724E+13
6641,12209256,,,,2,3,,6,2,,,1325,1325,,,,,6037,,2,,,,7,33953738,-118300188,4523,,,,,,100,261,LAR1,60372384,118914,3101,,96028,0,,,,1,,,1926,,,41421,331370,2016,289949,3750.62,,,6.03724E+13
6642,12210225,,,,5,4,,6,5,,,2616,,,2616,,,6037,,5,,,,,33952276,-118281366,4454,,,,,,400,248,LARD2,60372404.01,12447,3101,118208,95984,0,,,,4,,,1955,,,48700,243506,2016,194806,3250.45,,,6.03724E+13
6643,12210485,,,,2,2,,4,2,,,1558,1558,,,,,6037,,2,,,,7,33952188,-118282126,4390,,,,,,100,261,LARD1.5,60372404.01,12447,3101,118208,95984,0,,,,1,,,1986,,,121925,282059,2016,160134,6743.53,,,6.03724E+13
6644,12210675,,,,1,3,,4,1,,,1092,1092,,,,,6037,,1,,,,,33952090,-118288822,5709,,,,,,100,261,LARD2,60372404.01,12447,3101,118208,96025,0,,,,1,,,1946,,,68340,154036,2016,85696,2019.94,Y,15,6.03724E+13
6645,12210759,,,,5,6,,8,5,,,2830,,,2830,,,6037,,5,,,,,33963083,-118279057,5247,,,,,,200,246,LARD1.5,60372397.02,12447,3101,268496,95984,0,,,,2,,,2002,,,158922,305732,2016,146810,3829.02,,,6.03724E+13
6646,12211353,,,,3,4,,3,3,,,1504,,,1504,,,6037,,3,,,,,33955266,-118275097,5202,,,,,,300,247,LAR2,60372402,12447,3101,268496,95984,0,,,,3,,,1928,,,105970,406228,2016,300258,5069.45,,,6.03724E+13
6647,12211414,,,,1,3,,4,1,,,1430,1430,,,,,6037,,1,,,,7,33954027,-118278784,4265,,,,,,100,261,LAR1,60372402,12447,3101,268496,95984,0,,,,1,,,1923,,,21875,35785,2016,13910,594.6,,,6.03724E+13
6648,12211498,,,,1,2,,5,1,,,816,816,,,,,6037,,1,,,,7,33953069,-118274167,5200,,,,,,100,261,LAR2,60372402,12447,3101,268496,95984,0,,,,1,,,1909,,,10939,27970,2016,17031,400.07,,,6.03724E+13
6649,12211521,,,,2,6,,6,2,,,2010,,,2010,,,6037,,2,,,,,33953063,-118275618,5200,,,,,,200,246,LAR2,60372402,12447,3101,268496,95984,0,,,,2,,,1909,,,123000,273000,2016,150000,3463.73,,,6.03724E+13
6650,12211765,,,,1,3,,5,1,,,944,944,,,,,6037,,1,,,,7,33955819,-118271163,5324,,,,,,100,261,LAR1,60372402,12447,3101,268496,95984,0,,,,1,,,1925,,,59353,158497,2016,99144,2046.02,,,6.03724E+13
6651,12211849,,,,2,4,,4,2,,,1376,,,1376,,,6037,,2,,,,,33953123,-118272039,4939,,,,,,200,246,LAR1,60372402,12447,3101,268496,95984,0,,,,2,,,1939,,,86789,144640,2016,57851,1904.99,,,6.03724E+13
6652,12211895,,,,2,3,,4,2,,,813,813,,,,,6037,,2,,,,7,33954387,-118268913,2624,,,,,,100,261,LARD2,60372400.2,12447,3101,268496,95984,0,,,,1,,,1925,,,22895,66510,2016,43615,1111.8,,,6.03724E+13
6653,12211964,,,,2,3,,4,2,,,942,942,,,,,6037,,2,,,,7,33956194,-118269183,5413,,,,,,100,261,LARD2,60372400.2,12447,3101,268496,95984,0,,,,1,,,1955,,,37335,125790,2016,88455,1829.47,,,6.03724E+13
6654,12212033,,,,1,4,,4,1,,,1467,1467,,,,,6037,,1,,,,7,33957776,-118269693,5199,,,,,,100,261,LAR3,60372400.1,12447,3101,268496,95984,0,,,,1,,,1925,,,124827,280861,2016,156034,3614.75,,,6.03724E+13
6655,12212056,,,,1,1,,3,1,,,600,600,,,,,6037,,1,,,,,33958725,-118268885,2523,,,,,,100,261,LAC2,60372400.1,12447,3101,268496,95984,0,,,,1,,,1927,,,39723,92687,2016,52964,1413.98,,,6.03724E+13
6656,12212079,,,,1,2,,4,1,,,1213,1213,,,,,6037,,1,,,,7,33958335,-118269824,6275,,,,,,100,261,LAR3,60372400.1,12447,3101,268496,95984,0,,,,1,,,1942,,,21073,39559,2016,18486,737.18,,,6.03724E+13
6657,12212260,,,,1,2,,4,1,,,1026,1026,,,,,6037,,1,,,,7,33954408,-118265860,5324,,,,,,100,261,LAR1,60372400.2,12447,3101,268496,95984,0,,,,1,,,1926,,,127323,234050,2016,106727,3039.22,,,6.03724E+13
6658,12212306,,,,1,2,,4,1,,,684,684,,,,,6037,,1,,,,7,33953151,-118267347,4824,,,,,,100,261,LAR1,60372400.2,12447,3101,268496,95984,0,,,,1,,,1924,,,124352,196288,2016,71936,2709.38,,,6.03724E+13
6659,12212390,,,,2,4,,6,2,,,1311,1311,,,,,6037,,2,,,,2,33959485,-118260716,5344,,,,,,100,261,LAR2,60372400.1,12447,3101,268496,95983,0,,,,1,,,1972,,,80627,120076,2016,39449,1691.82,,,6.03724E+13
6660,12212596,,,,2,3,,4,2,,,1059,1059,,,,,6037,,2,,,,7,33954956,-118260831,5381,,,,,,100,261,LAR1,60372400.2,12447,3101,268496,95983,0,,,,1,,,1926,,,112469,239792,2016,127323,3193.16,,,6.03724E+13
6661,12212811,,,,1,3,,4,1,,,1162,1162,,,,,6037,,1,,,,7,33955338,-118259172,5045,,,,,,100,261,LAR1,60372400.2,12447,3101,268496,95983,0,,,,1,,,1930,,,60763,182453,2016,121690,2427.69,,,6.03724E+13
6662,12212934,,,,2,3,,4,2,,,946,946,,,,,6037,,2,,,,7,33958974,-118258749,5102,,,,,,100,261,LAR2,60372400.1,12447,3101,268496,95983,0,,,,1,,,1924,,,58107,166378,2016,108271,2310.6,,,6.03724E+13
6663,12213201,,,,1,2,,4,1,,,768,768,,,,,6037,,1,,,,7,33958992,-118254746,4992,,,,,,100,261,LCR2*,60375351.02,396053,3101,,95983,0,,,,1,,,1927,,,33336,69381,2016,36045,1328.12,,,6.03754E+13
6664,12213369,,,,4,8,,,4,,,2490,,,2490,,,6037,,4,,,,,33954022,-118255186,4012,,,,,,200,246,LAC2,60372400.2,396053,3101,,95983,0,,,,2,,,2005,,,206071,402822,2016,196751,5296.29,,,6.03724E+13
6665,12213392,,,,2,2,,,2,,,1040,,,1040,,,6037,,2,,,,,33953481,-118254172,5462,,,,,,200,246,LCR3YY,60375352,396053,3101,,95983,0,,,,2,,,1922,,,82732,184557,2016,101825,3064.1,,,6.03754E+13
6666,12213415,,,,3,3,,4,3,,,1632,,,1632,,,6037,,3,,,,,33953482,-118250940,5570,,,,,,300,247,LCR3YY,60375352,396053,3101,,95983,0,,,,3,,,1948,,,93588,218377,2016,124789,3866.84,,,6.03754E+13
6667,12213438,,,,1,3,,3,1,,,672,672,,,,,6037,,1,,,,7,33954122,-118252408,5001,,,,,,100,261,LCR2*,60375352,396053,3101,,95983,0,,,,1,,,1924,,,45995,71860,2016,25865,1351.76,,,6.03754E+13
6668,12213561,,,,1,3,,4,1,,,1104,1104,,,,,6037,,1,,,,7,33958076,-118251737,5010,,,,,,100,261,LCR2*,60375351.02,396053,3101,,95983,0,,,,1,,,1925,,,80046,240242,2016,160196,2712.93,Y,15,6.03754E+13
6669,12213821,,,,1,2,,4,1,,,884,884,,,,,6037,,1,,,,7,33957511,-118248344,5012,,,,,,100,261,LCR2*,60375351.02,396053,3101,,95983,0,,,,1,,,1925,,,19005,103009,2016,84004,1726.29,,,6.03754E+13
6670,12214296,,,,4,12,,6,4,,,3054,,,3054,,,6037,,4,,,,,33953568,-118245201,6042,,,,,,400,248,LAR3,60372423,12447,3101,118849,95983,0,,,,4,,,1993,,,199139,450918,2016,251779,7307.65,,,6.03724E+13
6671,12214631,,,,1,3,,4,1,,,1500,1500,,,,,6037,,1,,,,7,33954858,-118238398,8243,,,,,,100,261,LCR2*,60375354,396053,3101,,95983,0,,,,1,,,1926,,,104486,242600,2016,138114,3401.39,,,6.03754E+13
6672,12214814,,,,1,2,,4,1,,,644,644,,,,,6037,,1,,,,7,33959713,-118233393,3475,,,,,,100,261,LCC3*,60375353,396053,3101,,95983,0,,,,1,,,1953,,,85076,119201,2016,34125,1898.15,,,6.03754E+13
6673,12215627,,,,2,3,,4,2,,,1542,1542,,,,,6037,,2,,,,2,33950357,-118233923,3380,,,,,,100,261,LAR1,60372422,396053,3101,,95983,0,,,,1,,,1984,,,106370,118360,2016,11990,1732.64,,,6.03724E+13
6674,12215765,,,,1,3,,6,1,,,1266,1266,,,,,6037,,1,,,,7,33948327,-118236854,2377,,,,,,100,261,LAR1,60372422,12447,3101,118849,95983,0,,,,1,,,1993,,,55000,240000,2016,185000,3081.38,,,6.03724E+13
6675,12215864,,,,4,5,,,4,,,2681,,,2681,,,6037,,4,,,,,33945504,-118236648,8382,,,,,,400,248,LAR2,60372422,12447,3101,118849,95983,0,,,,4,,,1924,,,22755,34121,2016,11366,1215.79,,,6.03724E+13
6676,12215887,,,,2,3,,4,2,,,1128,1128,,,,,6037,,2,,,,7,33945206,-118237292,6745,,,,,,100,261,LAR2,60372422,12447,3101,118849,95983,0,,,,1,,,1922,,,87112,155137,2016,68025,2126.2,,,6.03724E+13
6677,12215902,,,,2,4,,5,2,,,2226,,,2226,,,6037,,2,,,,7,33959672,-118297822,5528,,,,,,200,246,LAC2,60372382,12447,3101,118208,96025,0,,,,2,,,1900,,,42278,82715,2016,40437,1265.2,,,6.03724E+13
